TITLE,candidate_name,direct_langs_found_count,direct_langs_found,all_wiki_langs_count,all_wiki_langs,timestamp_utc,exists_en,title_en,exists_it,title_it,exists_de,title_de,exists_fr,title_fr,exists_nl,title_nl,exists_es,title_es
Portrait of Henrietta St John,Henrietta St John,1,en,2,"en,fr",2025-08-28T18:27:28Z,TRUE,"Henrietta Knight, Lady Luxborough",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Henrietta St John,Saint John,6,"en,it,de,fr,nl,es",32,"ast,azb,br,ca,ce,ceb,cs,de,en,es,eu,fa,fi,fr,hu,it,ja,ko,kw,nl,pl,pt,ru,simple,sr,sv,th,tr,uk,ur,vo,zh",2025-08-28T18:27:32Z,TRUE,Saint John,TRUE,Saint John,TRUE,St. John,TRUE,Saint John,TRUE,Saint John,TRUE,Saint John
Portrait of Henrietta St John,Portrait of Henrietta St John,0,,0,,2025-08-28T18:27:39Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Emperor Joseph II,Emperor Joseph II,1,en,72,"ar,arz,ast,az,azb,ba,be,be-tarask,bg,br,bs,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,gl,he,hr,hu,id,is,it,ja,ka,ko,la,lb,lt,lv,mg,mk,mr,nan,nb,nds,nl,nn,pl,pnb,ps,pt,ro,ru,sco,sh,simple,sk,sl,sr,sv,sw,th,tr,uk,ur,uz,vi,vls,wa,wuu,yue,zh",2025-08-28T18:27:45Z,TRUE,"Joseph II, Holy Roman Emperor",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Emperor Joseph II,Joseph II,4,"en,de,fr,nl",72,"ar,arz,ast,az,azb,ba,be,be-tarask,bg,br,bs,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,gl,he,hr,hu,id,is,it,ja,ka,ko,la,lb,lt,lv,mg,mk,mr,nan,nb,nds,nl,nn,pl,pnb,ps,pt,ro,ru,sco,sh,simple,sk,sl,sr,sv,sw,th,tr,uk,ur,uz,vi,vls,wa,wuu,yue,zh",2025-08-28T18:27:50Z,TRUE,"Joseph II, Holy Roman Emperor",FALSE,,TRUE,Liste der Herrscher namens Joseph,TRUE,Joseph II (empereur du Saint-Empire),TRUE,Jozef II,FALSE,
Portrait of Emperor Joseph II,Portrait of Emperor Joseph II,0,,0,,2025-08-28T18:27:57Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Gentleman,A Gentleman,2,"en,fr",7,"bn,cy,en,fa,fr,hi,id",2025-08-28T18:28:03Z,TRUE,A Gentleman,FALSE,,FALSE,,TRUE,A Gentleman,FALSE,,FALSE,
Portrait of a Gentleman,Portrait of,0,,0,,2025-08-28T18:28:10Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Queen Maria Theresa of Hungary,Queen Maria Theresa of Hungary,0,,0,,2025-08-28T18:28:16Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Queen Maria Theresa,Queen Maria Theresa,1,en,91,"ar,arz,ast,az,azb,ba,ban,bar,be,be-tarask,bg,br,bs,ca,ckb,cs,da,de,el,en,eo,es,et,eu,fa,fi,fr,frp,gl,he,hi,hr,hu,hy,id,io,is,it,ja,ka,kaa,kk,ko,ky,la,lb,lij,lmo,lt,lv,lzh,mg,mk,ml,mr,ms,my,nan,nb,nds,nl,nn,pl,ps,pt,ro,ru,rue,sa,sco,sh,simple,sk,skr,sl,sr,su,sv,th,tl,tr,uk,ur,uz,vi,vls,war,wuu,xmf,yue,zh",2025-08-28T18:28:23Z,TRUE,Maria Theresa,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Empress Maria Theresa,Empress Maria Theresa,1,en,91,"ar,arz,ast,az,azb,ba,ban,bar,be,be-tarask,bg,br,bs,ca,ckb,cs,da,de,el,en,eo,es,et,eu,fa,fi,fr,frp,gl,he,hi,hr,hu,hy,id,io,is,it,ja,ka,kaa,kk,ko,ky,la,lb,lij,lmo,lt,lv,lzh,mg,mk,ml,mr,ms,my,nan,nb,nds,nl,nn,pl,ps,pt,ro,ru,rue,sa,sco,sh,simple,sk,skr,sl,sr,su,sv,th,tl,tr,uk,ur,uz,vi,vls,war,wuu,xmf,yue,zh",2025-08-28T18:28:29Z,TRUE,Maria Theresa,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Emperor Francis I,Emperor Francis I,1,en,67,"ar,arz,az,azb,be,be-tarask,bg,br,bs,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,gl,he,hi,hr,hu,hy,id,it,ja,ka,ko,la,lb,lt,lv,mg,mk,mr,nan,nb,nds,nl,nn,pl,pt,ro,ru,sco,sh,simple,sk,sl,sr,sv,sw,th,tr,uk,vi,vls,war,wuu,yue,zh",2025-08-28T18:28:36Z,TRUE,"Francis I, Holy Roman Emperor",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Emperor Francis I,Francis I,1,en,35,"an,ast,br,ca,cs,da,en,es,eu,fa,fi,fr,gl,he,hr,hu,is,it,ja,ko,la,nb,nl,oc,pl,pt,ro,ru,sh,sk,sl,sv,th,tr,zh",2025-08-28T18:28:43Z,TRUE,Francis I,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Dénes Bánffy,Dénes Bánffy,0,,0,,2025-08-28T18:28:49Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Dénes Bánffy,Portrait of Dénes Bánffy,0,,0,,2025-08-28T18:28:56Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Benjamin Franklin,Benjamin Franklin,6,"en,it,de,fr,nl,es",141,"ab,af,am,an,ar,arz,as,ast,ay,az,azb,ba,be,be-tarask,bg,bi,bn,br,bs,ca,cdo,ceb,ckb,cs,csb,cv,cy,da,de,diq,el,en,eo,es,et,eu,fa,fi,fj,fr,frp,fy,ga,gcr,gl,gn,gsw,guw,hak,he,hi,hr,ht,hu,hy,hyw,ia,id,io,is,it,ja,jv,ka,kaa,kk,kn,ko,ku,ky,la,lb,li,lmo,lo,lt,lv,lzh,mg,mk,ml,mn,mr,ms,my,mzn,nan,nb,ne,new,nl,nn,oc,pa,pam,pdc,pl,pms,pnb,ps,pt,qu,ro,ru,sa,sco,sh,shi,si,simple,sk,sl,sq,sr,sv,sw,ta,te,tg,th,tk,tl,tly,tr,tt,uk,ur,uz,vec,vi,vo,vro,war,wuu,xh,xmf,yi,yo,yue,za,zh",2025-08-28T18:29:00Z,TRUE,Benjamin Franklin,TRUE,Benjamin Franklin,TRUE,Benjamin Franklin,TRUE,Benjamin Franklin,TRUE,Benjamin Franklin,TRUE,Benjamin Franklin
Portrait of Benjamin Franklin,Portrait of Benjamin Franklin,1,en,1,en,2025-08-28T18:29:07Z,TRUE,Portrait of Benjamin Franklin,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of James Macpherson,James Macpherson,6,"en,it,de,fr,nl,es",39,"ar,bg,br,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,ga,gd,gl,hu,id,it,ja,ka,la,lt,mk,nb,nl,pl,pt,ro,ru,sh,sr,sv,uk,zh",2025-08-28T18:29:10Z,TRUE,James Macpherson,TRUE,James Macpherson,TRUE,James Macpherson,TRUE,James Macpherson,TRUE,James Macpherson,TRUE,James Macpherson
Portrait of James Macpherson,Portrait of James Macpherson,0,,0,,2025-08-28T18:29:17Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Self-Portrait,,0,,0,,2025-08-28T18:29:17Z,,,,,,,,,,,,
Friedrich der Fromme,Friedrich der Fromme,1,de,1,de,2025-08-28T18:29:24Z,FALSE,,FALSE,,TRUE,Friedrich der Fromme,FALSE,,FALSE,,FALSE,
Joachim Ulrich Giese,Joachim Ulrich Giese,1,de,1,de,2025-08-28T18:29:30Z,FALSE,,FALSE,,TRUE,Joachim Ulrich Giese,FALSE,,FALSE,,FALSE,
The Wife of Joachim Ulrich Giese,The Wife of Joachim Ulrich Giese,0,,0,,2025-08-28T18:29:37Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Maurice, Comte de Saxe, Marshal of France",,0,,0,,2025-08-28T18:29:37Z,,,,,,,,,,,,
Jean Le Rond d'Alambert,Jean le Rond,1,de,88,"ar,arz,ast,ay,az,azb,be,be-tarask,bg,br,bs,ca,ckb,cs,cy,da,de,diq,el,en,eo,es,et,eu,fa,fi,fr,ga,gl,he,hi,hr,ht,hu,hy,id,io,is,it,ja,ka,kk,ko,ku,ky,la,lb,lmo,lt,lv,mg,mk,ml,ms,mzn,nan,nb,nds,nl,nn,oc,pl,pms,pnb,pt,qu,ro,ru,rue,scn,sco,sh,sk,sl,sr,sv,ta,th,tl,tr,uk,ur,uz,vi,wuu,xmf,yue,zh",2025-08-28T18:29:44Z,FALSE,,FALSE,,TRUE,Jean-Baptiste le Rond d’Alembert,FALSE,,FALSE,,FALSE,
Monsieur Duval de l'Epinoy,Monsieur Duval de,0,,0,,2025-08-28T18:29:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Mlle Ferrand Meditating on Newton,Mlle Ferrand Meditating,0,,0,,2025-08-28T18:29:57Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Louis XV,Louis XV,5,"en,de,fr,nl,es",93,"af,am,an,ar,arz,ast,avk,az,azb,be,be-tarask,bg,br,bs,ca,ckb,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frp,fy,ga,gd,gl,he,hi,hr,hu,hy,ia,id,io,is,it,ja,ka,kk,ko,la,lb,lt,lv,lzh,mg,mk,mn,mr,ms,mt,nan,nap,nb,nl,nn,oc,pcd,pl,pms,ps,pt,qu,ro,ru,sco,sh,simple,sk,sl,sq,sr,sv,th,tr,uk,ur,uz,vec,vi,wuu,yo,yue,zh",2025-08-28T18:30:01Z,TRUE,Louis XV,FALSE,,TRUE,Ludwig XV.,TRUE,Louis XV,TRUE,Lodewijk XV van Frankrijk,TRUE,Luis XV de Francia
Maréchal de Saxe,Maréchal de Saxe,1,fr,40,"ar,arz,azb,be,bg,br,bs,ca,cs,da,de,el,en,eo,es,fa,fi,fr,he,hu,hy,id,it,ja,ko,lv,nb,nl,nn,pl,pt,ro,ru,sl,sr,sv,tr,uk,wa,zh",2025-08-28T18:30:08Z,FALSE,,FALSE,,FALSE,,TRUE,Maurice de Saxe (1696-1750),FALSE,,FALSE,
Portrait of Nicole Richard as Child,Nicole Richard As Child,0,,0,,2025-08-28T18:30:14Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Nicole Richard as Child,Portrait of Nicole Richard,0,,0,,2025-08-28T18:30:21Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Marquise de Pompadour,Marquise de Pompadour,4,"en,de,fr,es",56,"ar,arz,az,be-tarask,bg,br,ca,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,gl,he,hr,hu,hy,id,io,is,it,ja,ka,ko,la,lb,mk,ml,ms,nb,nl,pl,pt,ro,ru,sco,sh,simple,sk,sl,sr,sv,th,tr,uk,vec,zh",2025-08-28T18:30:26Z,TRUE,Madame de Pompadour,FALSE,,TRUE,Madame de Pompadour,TRUE,Madame de Pompadour,FALSE,,TRUE,Madame de Pompadour
Portrait of Jean-Jacques Rousseau,Jean,6,"en,it,de,fr,nl,es",12,"bg,bm,en,et,fr,gd,he,hu,it,kw,pl,uk",2025-08-28T18:30:30Z,TRUE,Jean,TRUE,Jean,TRUE,Jean,TRUE,Jean,TRUE,Jean,TRUE,Pantalón vaquero
Portrait of Jean-Jacques Rousseau,Portrait of Jean,0,,0,,2025-08-28T18:30:37Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Philibert Orry de Vignory,Philibert Orry de Vignory,0,,0,,2025-08-28T18:30:44Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of the Singer Domenico Annibaldi,The Singer Domenico Annibaldi,0,,0,,2025-08-28T18:30:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of the Singer Domenico Annibaldi,Portrait of the Singer Domenico Annibaldi,0,,0,,2025-08-28T18:30:57Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Charles IV as Prince,Charles IV,2,"en,fr",35,"ast,be,bg,br,ca,cs,cy,da,de,en,eo,es,et,fi,fr,gl,hr,hu,hy,it,ja,nl,nn,pl,pt,ro,ru,sk,sl,sr,sv,uk,vls,yue,zh",2025-08-28T18:31:03Z,TRUE,Charles IV,FALSE,,FALSE,,TRUE,Charles IV,FALSE,,FALSE,
Portrait of Clement XIII Rezzonico,Clement XIII Rezzonico,0,,0,,2025-08-28T18:31:10Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Clement XIII Rezzonico,Clement XIII,2,"en,fr",74,"af,ar,arz,az,be,be-tarask,bg,br,bs,ca,cdo,cs,cy,da,de,diq,el,en,eo,es,et,eu,fa,fi,fr,fur,ga,gd,gl,hak,he,hr,hsb,hu,id,ilo,io,it,ja,jv,ka,ko,la,lt,lv,mk,mr,ms,nan,nb,nl,pl,pt,ro,ru,scn,sh,sk,sl,sq,sr,sv,sw,tl,tr,uk,ur,vec,vi,war,wuu,yo,yue,zh",2025-08-28T18:31:16Z,TRUE,Pope Clement XIII,FALSE,,FALSE,,TRUE,Clément XIII,FALSE,,FALSE,
Portrait of Clement XIII Rezzonico,Portrait of Clement XIII Rezzonico,0,,0,,2025-08-28T18:31:22Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Ferdinand IV, King of Naples",Ferdinand IV,3,"en,fr,nl",22,"ar,be,ca,cs,da,en,es,et,fi,fr,hr,hu,it,ja,nds,nl,pl,pt,ru,sk,sv,uk",2025-08-28T18:31:28Z,TRUE,Ferdinand IV,FALSE,,FALSE,,TRUE,Ferdinand IV,TRUE,Ferdinand IV,FALSE,
"Ferdinand IV, King of Naples","Ferdinand IV, King of Naples",0,,0,,2025-08-28T18:31:34Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Johann Joachim Winckelmann,Johann Joachim Winckelmann,6,"en,it,de,fr,nl,es",48,"ar,arz,ast,azb,be,bg,ca,cs,cv,da,de,el,en,eo,es,eu,fa,fi,fr,frp,ga,gl,he,hu,hy,id,it,ja,kk,ko,la,lt,nb,nl,nn,pl,pt,ro,ru,sh,sk,sl,sr,sv,tr,uk,xmf,zh",2025-08-28T18:31:38Z,TRUE,Johann Joachim Winckelmann,TRUE,Johann Joachim Winckelmann,TRUE,Johann Joachim Winckelmann,TRUE,Johann Joachim Winckelmann,TRUE,Johann Winckelmann,TRUE,Johann Joachim Winckelmann
Portrait of Johann Joachim Winckelmann,Portrait of Johann Joachim Winckelmann,0,,0,,2025-08-28T18:31:45Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Johann Joachim Winckelman,Johann Joachim Winckelman,0,,0,,2025-08-28T18:31:52Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Johann Joachim Winckelman,Portrait of Johann Joachim Winckelman,0,,0,,2025-08-28T18:31:58Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Jacob Schmutzer,Jacob Schmutzer,0,,0,,2025-08-28T18:32:05Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Jacob Schmutzer,Portrait of Jacob Schmutzer,0,,0,,2025-08-28T18:32:12Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Lawyer,A Young Lawyer,0,,0,,2025-08-28T18:32:18Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Lawyer,Portrait of,0,,0,,2025-08-28T18:32:25Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Lawyer,Young Lawyer,1,en,3,"en,pl,pt",2025-08-28T18:32:32Z,TRUE,French Kicks,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Allegorical Portrait of the Composer Anton Wilhelm Solnitz,The Composer Anton Wilhelm Solnitz,0,,0,,2025-08-28T18:32:39Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Allegorical Portrait of the Composer Anton Wilhelm Solnitz,Allegorical Portrait of the Composer Anton Wilhelm Solnitz,0,,0,,2025-08-28T18:32:45Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of David van Royen,David van Royen,5,"en,de,fr,nl,es",10,"ast,de,en,es,eu,fr,nl,pt,ru,uk",2025-08-28T18:32:50Z,TRUE,David van Royen,FALSE,,TRUE,David van Royen,TRUE,David van Royen,TRUE,David van Royen,TRUE,David van Royen
Portrait of David van Royen,Portrait of David van Royen,0,,0,,2025-08-28T18:32:56Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Madame Pontillon,Madame Pontillon,0,,0,,2025-08-28T18:33:03Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Madame Pontillon,Portrait of Madame Pontillon,0,,0,,2025-08-28T18:33:09Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Julie Manet and Her Greyhound,Julie Manet,5,"en,de,fr,nl,es",15,"arz,ast,cy,de,en,es,eu,fr,fy,he,ja,nl,ru,sv,tr",2025-08-28T18:33:14Z,TRUE,Julie Manet,FALSE,,TRUE,Julie Manet,TRUE,Julie Manet,TRUE,Julie Manet,TRUE,Julie Manet
Julie Manet and Her Greyhound,Her Greyhound,0,,0,,2025-08-28T18:33:20Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
An Old Man,An Old Man,0,,0,,2025-08-28T18:33:27Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
An Old Woman,An Old Woman,0,,0,,2025-08-28T18:33:33Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Doge Vincenzo Querini,Doge Vincenzo Querini,0,,0,,2025-08-28T18:33:40Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Doge Vincenzo Querini,Portrait of Doge Vincenzo Querini,0,,0,,2025-08-28T18:33:47Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
The Young Draughtsman,The Young Draughtsman,0,,0,,2025-08-28T18:33:53Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Lady Sewing,A Young Lady Sewing,0,,0,,2025-08-28T18:34:01Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Lady Sewing,Portrait of,0,,0,,2025-08-28T18:34:08Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Lady Sewing,Young Lady Sewing,0,,0,,2025-08-28T18:34:14Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of John Penwarne Jr.,John Penwarne Jr.,0,,0,,2025-08-28T18:34:21Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of John Penwarne Jr.,Portrait of John Penwarne,0,,0,,2025-08-28T18:34:28Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Miss Frances Vinicombe,Miss Frances Vinicombe,0,,0,,2025-08-28T18:34:34Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Miss Frances Vinicombe,Portrait of Miss Frances Vinicombe,0,,0,,2025-08-28T18:34:41Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Self-Portrait,,0,,0,,2025-08-28T18:34:41Z,,,,,,,,,,,,
Maria de las Nieves Micaela Fourdinier,Maria de,0,,0,,2025-08-28T18:34:47Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Maria de las Nieves Micaela Fourdinier,Nieves Micaela Fourdinier,0,,0,,2025-08-28T18:34:54Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady with Her Infant Child,A Lady With Her Infant Child,0,,0,,2025-08-28T18:35:00Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady with Her Infant Child,Portrait of,0,,0,,2025-08-28T18:35:07Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady with Her Infant Child,Her Infant Child,0,,0,,2025-08-28T18:35:14Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Self-Portrait in the Studio,,0,,0,,2025-08-28T18:35:14Z,,,,,,,,,,,,
Portrait of a Young Man in a Fur Hat,A Young Man,0,,0,,2025-08-28T18:35:21Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man in a Fur Hat,Portrait of,0,,0,,2025-08-28T18:35:28Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Young Man in a Fur Hat,Young Man,1,en,1,en,2025-08-28T18:35:35Z,TRUE,Young Man,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Tronie of a Young Man,Tronie of,0,,0,,2025-08-28T18:35:41Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Tronie of a Young Man,Young Man,1,en,1,en,2025-08-28T18:35:48Z,TRUE,Young Man,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Jacques Cazotte,Jacques Cazotte,6,"en,it,de,fr,nl,es",22,"azb,bg,ckb,cs,de,el,en,eo,es,fa,fr,gl,it,ja,mzn,nb,nl,pt,ro,ru,sv,uk",2025-08-28T18:35:52Z,TRUE,Jacques Cazotte,TRUE,Jacques Cazotte,TRUE,Jacques Cazotte,TRUE,Jacques Cazotte,TRUE,Jacques Cazotte,TRUE,Jacques Cazotte
Portrait of Jacques Cazotte,Portrait of Jacques Cazotte,0,,0,,2025-08-28T18:35:59Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Charles le Normant du Coudray,Charles le Normant du Coudray,0,,0,,2025-08-28T18:36:07Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Charles le Normant du Coudray,Portrait of Charles le Normant du Coudray,0,,0,,2025-08-28T18:36:13Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
A Girl with a Kitten,,0,,0,,2025-08-28T18:36:13Z,,,,,,,,,,,,
Portrait of Gabriel Huquier,Gabriel Huquier,3,"en,de,fr",4,"de,en,fr,ru",2025-08-28T18:36:19Z,TRUE,Gabriel Huquier,FALSE,,TRUE,Gabriel Huquier,TRUE,Gabriel Huquier,FALSE,,FALSE,
Portrait of Gabriel Huquier,Portrait of Gabriel Huquier,0,,0,,2025-08-28T18:36:25Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Madmoiselle Huquier,Madmoiselle Huquier,0,,0,,2025-08-28T18:36:32Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of Jean-Baptiste Oudry,Jean,6,"en,it,de,fr,nl,es",12,"bg,bm,en,et,fr,gd,he,hu,it,kw,pl,uk",2025-08-28T18:36:36Z,TRUE,Jean,TRUE,Jean,TRUE,Jean,TRUE,Jean,TRUE,Jean,TRUE,Pantalón vaquero
Portrait of Jean-Baptiste Oudry,Portrait of Jean,0,,0,,2025-08-28T18:36:43Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of the Lawyer Daniel Jousse,The Lawyer Daniel Jousse,0,,0,,2025-08-28T18:36:50Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of the Lawyer Daniel Jousse,Portrait of the Lawyer Daniel Jousse,0,,0,,2025-08-28T18:36:57Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
"Laurent Cars, engraver",Laurent Cars,4,"en,it,fr,es",7,"arz,en,es,fr,it,ru,sv",2025-08-28T18:37:02Z,TRUE,Laurent Cars,TRUE,Laurent Cars,FALSE,,TRUE,Laurent Cars,FALSE,,TRUE,Laurent Cars
Portrait of a Boy with a Book,A Boy With A Book,0,,0,,2025-08-28T18:37:08Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Boy with a Book,Portrait of,0,,0,,2025-08-28T18:37:16Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Man,A Man,2,"en,fr",8,"azb,de,el,en,fr,it,pt,sr",2025-08-28T18:37:22Z,TRUE,A Man,FALSE,,FALSE,,TRUE,A Man,FALSE,,FALSE,
Portrait of a Man,Portrait of,0,,0,,2025-08-28T18:37:28Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,A Lady,1,en,1,en,2025-08-28T18:37:35Z,TRUE,A Lady,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Portrait of a Lady,Portrait of,0,,0,,2025-08-28T18:37:42Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Abrahann Van Robais,Abrahann van Robais,0,,0,,2025-08-28T18:37:48Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Madame de Sorquainville,Madame de Sorquainville,0,,0,,2025-08-28T18:37:55Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Monsieur Tassin de La Renardière,Monsieur Tassin de la Renardière,0,,0,,2025-08-28T18:38:02Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
The Dancer Barbara Campanini,The Dancer Barbara Campanini,0,,0,,2025-08-28T18:38:08Z,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Frederick the Great as Crown Prince,Frederick the Great,2,"en,it",91,"af,ar,arz,ast,az,azb,be,bg,br,bs,ca,ckb,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frr,ga,gd,gl,he,hi,hr,hsb,hu,hy,id,io,is,it,ja,ka,kk,ko,ksh,ku,la,lb,lij,lt,lv,mg,mn,ms,nan,nb,nds,nds-nl,nl,nn,oc,pl,pms,pnb,ps,pt,ro,ru,sco,sh,simple,sk,sl,sq,sr,stq,sv,szl,th,tl,tr,uk,ur,uz,vec,vi,war,wuu,xmf,yue,zh",2025-08-28T18:38:15Z,TRUE,Frederick the Great,TRUE,Frederick the Great,FALSE,,FALSE,,FALSE,,FALSE,
Frederick the Great as Crown Prince,Crown Prince,2,"en,nl",55,"ar,arz,az,be,bg,bn,bxr,ca,ckb,cs,da,de,en,eo,es,et,fa,fr,fy,he,hi,hr,hy,id,io,is,it,ja,ko,lzh,map-bms,ms,my,nan,nb,ne,nl,nn,pl,pt,ro,ru,sd,se,sh,te,th,tr,tt,uk,ur,uz,vi,yue,zh",2025-08-28T18:38:20Z,TRUE,Crown prince,FALSE,,FALSE,,FALSE,,TRUE,Chang Jiang (motorfiets),FALSE,
